id,source_url,broker_name,title,asking_price,revenue,cash_flow,city,state,vertical,business_type,first_seen,status,hash,broker,broker_url,last_seen,raw_text,confidence,is_real_listing,reject_reason
6e13d69c7dd3dd43b237de586a4dfd65,https://murphybusiness.com/business-brokerage/detail/22857/kickboxing-franchise-established-fitness-studio,Murphy Business,Kickboxing Franchise – Established Fitness Studio,290000.0,,136909.0,,,other,Kickboxing Franchise,2026-02-23T17:20:44.461126+00:00,active,,,,,,95,False,Franchise opportunity
504b721f8a53831cfefba94b6d106061,https://murphybusiness.com/business-brokerage/detail/21114/popular-sub-sandwich-franchise-boise-area,Murphy Business,Popular Sub Sandwich Franchise-Boise Area,289000.0,,86874.0,,,food,Sub Sandwich Franchise,2026-02-23T17:20:44.461130+00:00,active,,,,,,95,False,Franchise opportunity
21db20b2c171d1b8a5ad6595346d3cab,https://murphybusiness.com/business-brokerage/detail/23123/successful-profitable-commercial-cleaning-franchise,Murphy Business,"Successful, Profitable Commercial Cleaning Franchise",265000.0,,87128.0,,,cleaning,Commercial Cleaning Franchise,2026-02-23T17:20:44.461151+00:00,active,,,,,,95,False,Franchise opportunity
681dd2625e56e85ad0a0932fb35b44a3,https://murphybusiness.com/business-brokerage/detail/22276/fruit-basket-franchisees-net-114k-with-10-down,Murphy Business,Fruit Basket Franchisees Net $114K with 10% Down,250000.0,,114322.0,,,food,Fruit Basket Franchise,2026-02-23T17:20:44.461187+00:00,active,,,,,,95,False,Franchise opportunity
a2c39dffca8604c87274626e0bf95fcf,https://murphybusiness.com/business-brokerage/detail/22355/fruit-basket-franchisees-net-117k-with-10-down,Murphy Business,Fruit Basket Franchisees Net $117K with 10% Down,250000.0,,117177.0,,,food,Fruit Basket Franchise,2026-02-23T17:20:44.461190+00:00,active,,,,,,85,False,Franchise opportunity
29136c8c429316333ded54acfa3251a6,https://murphybusiness.com/business-brokerage/detail/22109/social-painting-franchise-for-sale,Murphy Business,Social Painting Franchise for Sale,235000.0,,81081.0,,,other,Painting Franchise,2026-02-23T17:20:44.461229+00:00,active,,,,,,95,False,Franchise opportunity
f085f2f87905b5732ffd38192c599da2,https://murphybusiness.com/business-brokerage/detail/22495/fruit-basket-franchise-netting-86k-10-down,Murphy Business,Fruit Basket Franchise Netting $86K - 10% Down,225000.0,,86052.0,,,food,Fruit Basket Franchise,2026-02-23T17:20:44.461250+00:00,active,,,,,,95,False,Franchise opportunity
1e60794463c9b39e0843d2f3844c6e5d,https://murphybusiness.com/business-brokerage/detail/22782/popular-dessert-franchise-for-sale,Murphy Business,Popular Dessert Franchise for Sale,199000.0,,13000.0,,,food,Dessert Franchise,2026-02-23T17:20:44.461306+00:00,active,,,,,,95,False,Franchise opportunity
2c7488ed701c7e20d1b621da6a56e6be,https://murphybusiness.com/business-brokerage/detail/22720/franchise-donut-and-coffee-shop-for-sale,Murphy Business,Franchise Donut & Coffee Shop for Sale,199000.0,,149786.0,,,food,Franchise Donut & Coffee Shop,2026-02-23T17:20:44.461314+00:00,active,,,,,,95,False,Franchise opportunity
e34b413beb2056029947ce43423d5a8c,https://murphybusiness.com/business-brokerage/detail/21977/established-chem-dry-franchise-in-central-north-carolina,Murphy Business,Established Chem Dry Franchise in Central North Carolina,195000.0,,78712.0,,,cleaning,Chem Dry Franchise,2026-02-23T17:20:44.461323+00:00,active,,,,,,95,False,Franchise opportunity
c50cd3d37de7bdda0813821a0b8db39f,https://murphybusiness.com/business-brokerage/detail/22771/restaurant-space-for-sale-aventura-mall-fl,Murphy Business,"Restaurant Space for Sale – Aventura Mall, FL",180000.0,,,Aventura,FL,food,Restaurant Space,2026-02-23T17:20:44.461355+00:00,active,,,,,,85,False,"Real estate listing, not an operating business"
8d2db8dd7ba168942bf139d9f31b7a0b,https://murphybusiness.com/business-brokerage/detail/22040/franchise-tutoring-center-owner-financing,Murphy Business,Franchise Tutoring Center - Owner Financing,165000.0,,90564.0,,,education,Franchise Tutoring Center,2026-02-23T17:20:44.461383+00:00,active,,,,,,85,False,Franchise opportunity
67e95f1da504123188410c72b45b803d,https://murphybusiness.com/business-brokerage/detail/22388/profitable-exterior-cleaning-franchise-in-central-virginia,Murphy Business,Profitable Exterior Cleaning Franchise in Central Virginia,159000.0,,65799.0,,,cleaning,Exterior Cleaning Franchise,2026-02-23T17:20:44.461395+00:00,active,,,,,,85,False,Franchise opportunity
0a14c02c9b3399249cbbcbb84b4967bf,https://murphybusiness.com/business-brokerage/detail/22792/restaurant-space-for-sale-west-boca-fl,Murphy Business,"Restaurant Space for Sale – West Boca, FL",140000.0,,,West Boca,FL,food,Restaurant Space,2026-02-23T17:20:44.461435+00:00,active,,,,,,85,False,"Real estate listing, not a business with operating cash flow"
1ab0f237cfbe3122c52f7effe11439b5,https://murphybusiness.com/business-brokerage/detail/22353/fruit-basket-franchisees-net-81k-with-10-down,Murphy Business,Fruit Basket Franchisees Net $81K with 10% Down,100000.0,,81436.0,,,food,Fruit Basket Franchise,2026-02-23T17:20:44.461514+00:00,active,,,,,,95,False,Franchise opportunity
6bce28d8730c4e7f55407c64bb92ff36,https://murphybusiness.com/business-brokerage/detail/21548/south-eastern-iowa-pizza-franchise,Murphy Business,South Eastern Iowa Pizza Franchise,79900.0,,,,,food,Pizza Franchise,2026-02-23T17:20:44.461572+00:00,active,,,,,,95,False,Franchise opportunity
5f41a97331176795a467790af139fee0,https://murphybusiness.com/business-brokerage/detail/22039/hoagie-franchise-well-known-netting-89k,Murphy Business,Hoagie Franchise-Well Known Netting $89K,50000.0,,89632.0,,,food,hoagie franchise,2026-02-23T17:20:44.461602+00:00,active,,,,,,85,False,franchise opportunity
e5593c4a16b9a089fce4e6ce18078f2a,https://murphybusiness.com/business-brokerage/detail/23090/turnkey-tech-franchise-buildout-transfer-included,Murphy Business,Turnkey Tech Franchise-Buildout/Transfer Included!,39000.0,,,,,other,Tech Franchise,2026-02-23T17:20:44.461620+00:00,active,,,,,,85,False,Franchise opportunity
e22875a11d5cb4fcae31032425867eb6,https://murphybusiness.com/business-brokerage/detail/22519/turnkey-restaurant-space-120-seats-full-kitchen,Murphy Business,"Turnkey Restaurant Space – 120 Seats, Full Kitchen",38000.0,,,,,food,Restaurant Space,2026-02-23T17:20:44.461626+00:00,active,,,,,,85,False,"Real estate listing, not a business operation"
bc7479635fe4f69693c8640f910e0549,https://murphybusiness.com/business-brokerage/detail/22770/permitted-restaurant-space-dania-beach,Murphy Business,Permitted Restaurant Space-Dania Beach,20000.0,,,Dania Beach,FL,food,Restaurant Space,2026-02-23T17:20:44.461638+00:00,active,,,,,,85,False,"Real estate listing, not an operating business"
4f1c9343ac691f3f28f39237a0ab0d9c,https://www.sunbeltnetwork.com/greater-denver-co/buy-a-business/listings/listing-details/midwest-wire-products-57370/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",7100000.0,15470000.0,944000.0,Greater Denver,CO,manufacturing,Wire Products Manufacturing,2026-02-23T17:26:42.683713+00:00,active,,,,,,25,False,"Title is a generic registration prompt, not a business listing. No actual business name or details in title."
cd63c69d4a9ce4f8fce01efb83cf3766,https://www.sunbeltnetwork.com/westchester-ny/buy-a-business/listings/listing-details/auto-repair-shop-property-sale-57494/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",3999000.0,2378000.0,764200.0,Westchester,NY,auto,Auto Repair Shop,2026-02-23T17:26:42.684355+00:00,active,,,,,,75,False,"Real estate property sale (includes property), not a business-only listing"
c746f6959f6d2bde8aa0b3049b80259a,https://www.sunbeltnetwork.com/high-point-nc/buy-a-business/listings/listing-details/raleigh-business-center-real-estate-58541/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",3900000.0,548200.0,205300.0,High Point,NC,other,,2026-02-23T17:26:42.684382+00:00,active,,,,,,92,False,Real estate listing (Raleigh Business Center Real Estate)
68b11aea6195a3605647a6b1586d1710,https://www.sunbeltnetwork.com/boca-raton-fl/buy-a-business/listings/listing-details/affluent-maryland-crumbl-bakeries-57723/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",3350000.0,3610000.0,908500.0,Boca Raton,FL,food,Crumbl Bakeries Franchise,2026-02-23T17:26:42.684806+00:00,active,,,,,,95,False,Franchise opportunity
975de720416f61d1a643a46c3b0d6c44,https://www.sunbeltnetwork.com/new-orleans-la/buy-a-business/listings/listing-details/large-profitable-daycare-real-estate-sale-south-louisiana-57660/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",2700000.0,1000000.0,342100.0,New Orleans,LA,healthcare,Daycare,2026-02-23T17:26:42.685500+00:00,active,,,,,,85,False,Real estate sale (includes land/building purchase)
a2490df8a0b543e17404c290e24ebf26,https://www.sunbeltnetwork.com/greater-denver-co/buy-a-business/listings/listing-details/grocery-store-gas-station-commercial-residential-props-57959/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",2500000.0,2800000.0,124000.0,Greater Denver,CO,food,Grocery Store & Gas Station,2026-02-23T17:26:42.685746+00:00,active,,,,,,45,False,Includes commercial and residential real estate properties as primary assets
1da8272a7a2fc3a2ce2a078c49df560b,https://www.sunbeltnetwork.com/fargo-nd/buy-a-business/listings/listing-details/retail-business-land-development-58313/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",2295000.0,1000000.0,,Fargo,ND,retail,Retail Business with Land Development,2026-02-23T17:26:42.686115+00:00,active,,,,,,35,False,Title indicates registration/access gate rather than actual business listing; appears to be a landing page or teaser
3c4afe01afa371642905236675ba4509,https://www.sunbeltnetwork.com/little-rock-ar/buy-a-business/listings/listing-details/crystal-mine-gemstone-real-estate-57321/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",2265000.0,955000.0,165400.0,Little Rock,AR,retail,Gemstone/Crystal Retail,2026-02-23T17:26:42.686145+00:00,active,,,,,,75,False,"Real estate listing (gemstone mine property), not operating business"
c0a95250909625699d78a36874712af7,https://www.sunbeltnetwork.com/charlotte-nc/buy-a-business/listings/listing-details/high-end-suv-dealership-with-real-estate-57131/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",2250000.0,2000000.0,500000.0,Charlotte,NC,auto,High-end SUV dealership,2026-02-23T17:26:42.686172+00:00,active,,,,,,45,False,Listing includes real estate as primary component
8178bf295b99187bdbb9cc47a1ebb702,https://www.sunbeltnetwork.com/beverly-hills-ca/buy-a-business/listings/listing-details/central-california-truck-stop-with-real-estate-57610/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",1995000.0,3122000.0,,Beverly Hills,CA,auto,Truck Stop with Real Estate,2026-02-23T17:26:42.686674+00:00,active,,,,,,45,False,Listing includes real estate component and lacks sufficient business-only details
b5b5c7f3e875ffe978d9b87ef18e149a,https://www.sunbeltnetwork.com/boca-raton-fl/buy-a-business/listings/listing-details/well-located-commercial-land-58522/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",1800000.0,,,Boca Raton,FL,,Commercial Land,2026-02-23T17:26:42.687031+00:00,active,,,,,,95,False,"Real estate listing, not a business"
e020db08caeb8c472980c8cd9ba3d505,https://www.sunbeltnetwork.com/indianapolis-in/buy-a-business/listings/listing-details/n2175-established-printing-marketing-franchise-for-resale-56816/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",1750000.0,2737000.0,417500.0,Indianapolis,IN,other,Printing & Marketing Franchise,2026-02-23T17:26:42.687135+00:00,active,,,,,,95,False,Franchise opportunity
9e821dbc1fa13d2785681b1ac347ce11,https://www.sunbeltnetwork.com/mobile-al/buy-a-business/listings/listing-details/machine-shop-real-estate-58543/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",1750000.0,2289000.0,472700.0,Mobile,AL,construction,Machine Shop,2026-02-23T17:26:42.687239+00:00,active,,,,,,45,False,Real estate listing (includes real estate in title)
247aa71fe09d5224dd5a846d4795cafa,https://www.sunbeltnetwork.com/mobile-al/buy-a-business/listings/listing-details/urgent-care-business-real-estate-57185/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",1650000.0,1650000.0,505000.0,Mobile,AL,healthcare,Urgent Care,2026-02-23T17:26:42.687397+00:00,active,,,,,,45,False,Real estate listing (includes real estate in title/offering)
de72134750fab9eab993ab6c67f7e770,https://www.sunbeltnetwork.com/boca-raton-fl/buy-a-business/listings/listing-details/profitable-qsr-franchise-two-unit-wa-57136/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",1600000.0,2549000.0,487900.0,Boca Raton,FL,food,QSR Franchise (2-unit),2026-02-23T17:26:42.687579+00:00,active,,,,,,95,False,Franchise opportunity
8e0e39e696e9dc53cc982166d73b730e,https://www.sunbeltnetwork.com/boca-raton-fl/buy-a-business/listings/listing-details/premier-55-plus-condo-package-58527/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",1600000.0,183400.0,51200.0,Boca Raton,FL,other,55+ Condo Package,2026-02-23T17:26:42.687676+00:00,active,,,,,,85,False,"Real estate listing (condo package), not a business"
cba34018d852dbbb181c1987b3db327b,https://www.sunbeltnetwork.com/boca-raton-fl/buy-a-business/listings/listing-details/well-established-preschool-real-estate-58118/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",1500000.0,362200.0,86600.0,Boca Raton,FL,healthcare,Preschool,2026-02-23T17:26:42.687774+00:00,active,,,,,,75,False,Real estate listing (preschool with real estate component)
aaa684f824fdd5f8566442d668d3e7f1,https://www.sunbeltnetwork.com/boca-raton-fl/buy-a-business/listings/listing-details/high-performing-crumbl-stores-alabama-florida-57664/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",1500000.0,3000000.0,461400.0,Boca Raton,FL,food,Crumbl Stores,2026-02-23T17:26:42.687795+00:00,active,,,,,,85,False,Franchise opportunity
3595bc032b1bfd7c28bc5434833bfee4,https://www.sunbeltnetwork.com/charleston-sc/buy-a-business/listings/listing-details/precision-job-shop-cnc-manufacturer-1495m-58369/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",1495000.0,1800000.0,,Charleston,SC,manufacturing,CNC Job Shop,2026-02-23T17:26:42.687917+00:00,active,,,,,,45,False,"Title indicates registration wall/login page, not an actual business listing"
4aca7dd25da54ef28ed554fc9018653e,https://www.sunbeltnetwork.com/halifax-ns/buy-a-business/listings/listing-details/spectacular-boutique-hotel-halifax-56095/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",1400000.0,,,Halifax,NS,retail,Boutique Hotel,2026-02-23T17:26:42.688140+00:00,active,,,,,,85,False,"Real estate listing (hotel property sale), not a business operating entity"
c12eaf3914a4cfb2b7298bb430be92be,https://www.sunbeltnetwork.com/halifax-ns/buy-a-business/listings/listing-details/franchise-restaurant-sale-57776/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",1350000.0,2300000.0,425000.0,Halifax,NS,food,Franchise Restaurant,2026-02-23T17:26:42.688243+00:00,active,,,,,,95,False,Franchise opportunity
95ffbb2881a0549808e60068376a4de2,https://www.sunbeltnetwork.com/boca-raton-fl/buy-a-business/listings/listing-details/florida-childcare-real-estate-57709/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",1300000.0,557000.0,249000.0,Boca Raton,FL,healthcare,Childcare,2026-02-23T17:26:42.688283+00:00,active,,,,,,45,False,Real estate listing (childcare facility with real estate component)
3206809e7ce5a00e644c3ce8a82300ae,https://www.sunbeltnetwork.com/dayton-oh/buy-a-business/listings/listing-details/buy-restaurant-real-estate-57461/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",1200000.0,1926000.0,377000.0,Dayton,OH,food,Restaurant,2026-02-23T17:26:42.688734+00:00,active,,,,,,45,False,Real estate listing (title indicates real estate component and URL structure suggests property sale rather than business operation sale)
9cbaaa8e9ed692030be6ec2167ac1fcf,https://www.sunbeltnetwork.com/mobile-al/buy-a-business/listings/listing-details/daycare-after-school-real-estate-by-location-58317/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",1000000.0,960500.0,200000.0,Mobile,AL,healthcare,Daycare/After-school,2026-02-23T17:26:42.689067+00:00,active,,,,,,75,False,Real estate listing (by location)
807d1e5f938db8ee8cc0cb41fa81b18e,https://www.sunbeltnetwork.com/indianapolis-in/buy-a-business/listings/listing-details/fast-casual-tex-mex-franchise-58157/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",1000000.0,3137000.0,267600.0,Indianapolis,IN,food,Fast-casual Tex-Mex Franchise,2026-02-23T17:26:42.689184+00:00,active,,,,,,95,False,Franchise opportunity
c26c0c04fad08621916320523d843422,https://www.sunbeltnetwork.com/morton-il/buy-a-business/listings/listing-details/established-multi-franchise-restaurant-chain-available-55322/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",850000.0,,,Morton,IL,food,Multi-franchise restaurant chain,2026-02-23T17:26:42.689995+00:00,active,,,,,,85,False,Franchise opportunity
997f72b9f39eca1c34b53570fea907b1,https://www.sunbeltnetwork.com/charleston-sc/buy-a-business/listings/listing-details/established-niche-yard-service-irrigation-business-franchise-54968/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",785000.0,1100000.0,160000.0,Charleston,SC,landscape,Yard Service & Irrigation Franchise,2026-02-23T17:26:42.690453+00:00,active,,,,,,95,False,Franchise opportunity
1805736f341ab0ffefa42a9a2c7fea23,https://www.sunbeltnetwork.com/new-orleans-la/buy-a-business/listings/listing-details/power-equipment-sales-service-real-estate-la-57139/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",750000.0,1186000.0,98000.0,New Orleans,LA,auto,Power Equipment Sales & Service,2026-02-23T17:26:42.690654+00:00,active,,,,,,45,False,"Title indicates registration/setup page, not actual listing. Likely a real estate listing based on 'real-estate' in URL."
1667e54eef13a205352cc4f255457061,https://www.sunbeltnetwork.com/boca-raton-fl/buy-a-business/listings/listing-details/high-volume-franchise-bakery-57209/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",750000.0,1174000.0,217200.0,Boca Raton,FL,food,Franchise Bakery,2026-02-23T17:26:42.690778+00:00,active,,,,,,95,False,Franchise opportunity
333846ba61b7e1c4554df8cda82ca7be,https://www.sunbeltnetwork.com/houston-west-tx/buy-a-business/listings/listing-details/senior-care-franchise-north-texas-avail-58610/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",700000.0,975800.0,245800.0,Houston West,TX,healthcare,Senior Care Franchise,2026-02-23T17:26:42.690978+00:00,active,,,,,,95,False,Franchise opportunity
932b2041af34d0431ed6da4abee65dc2,https://www.sunbeltnetwork.com/halifax-ns/buy-a-business/listings/listing-details/22-unit-waterfront-development-opprutunity-56927/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",699000.0,,,Halifax,NS,other,Waterfront Development Opportunity,2026-02-23T17:26:42.691019+00:00,active,,,,,,75,False,"Real estate development opportunity, not a business with operations"
d6c4987c396cd3e4e2e769be1ba3ca5e,https://www.sunbeltnetwork.com/indianapolis-in/buy-a-business/listings/listing-details/remotely-operated-publishing-franchise-58529/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",690000.0,563300.0,315600.0,Indianapolis,IN,other,Publishing Franchise,2026-02-23T17:26:42.691098+00:00,active,,,,,,95,False,Franchise opportunity
564676aa29cc49f3933b25e35c275f53,https://www.sunbeltnetwork.com/sacramento-ca/buy-a-business/listings/listing-details/northern-california-full-service-franchise-58564/,Sunbelt Business Brokers,"You need to register to Sunbelt Network to get access to save your listing, setup BizBuzzTM alerts, and much more!",690000.0,1500000.0,250000.0,Sacramento,CA,other,Full-Service Franchise,2026-02-23T17:26:42.691120+00:00,active,,,,,,95,False,Franchise opportunity
