id,title,asking_price,cash_flow,revenue,city,state,vertical,url,broker_name,broker_domain,description,first_seen,last_seen
b1d5101ad95750b7,"Top Rated San Diego HVAC Company                               $2,000,000",2000000.0,2000000.0,,,,hvac,https://drive.google.com/file/d/1t3tKocoGqAj0lKU2uNQHQ2imuFN2nKAO/view?usp=sharing,david cutler,woodbridgeinvestmentsinc.net,"HVAC blind brochure.pdf File Open Open in new tab Download Ctrl+D Details D Print Ctrl+P View Show Thumbnail Outline Comments Hide comments Show comments Show all comments Zoom Fit 50% 75% 100% 125% 150% 200% Insert Tools Find Ctrl+F Help Send feedback to Google Report abuse Keyboard shortcuts Ctrl+/ Save changes Open with Sign in Page / 1 Download Print Zoom out Zoom in Hide file header Hide thumbnails Hide navigation pane 1 Approve Reject View Details Request a review Learn more Signature pending Sign Reject View details Review Not Spam Remove forever Not Spam Loading… {""id"": ""1t3tKocoGqAj0lKU2uNQHQ2imuFN2nKAO"", ""title"": ""HVAC blind brochure.pdf"", ""mimeType"": ""application\/pdf""} Page 1 of 1 BROKER: David S. Cutler, ESQ 619-218-3663 ASSOCIATE: Ethan Steiner 720-545-8157 This highly profitable HVAC business has been serving all of San Diego county for nearly 20 years, building quality client relationships and top-notch brand recognition. Consistent year over year growth and a top performing HVAC company in San Diego county. Full service heating, ventilation, and air conditioning that specializes in both residential and commercial units with an emphasis on commercial. Tremendous upside to expand residential business. Business offers complete installations of air conditioners and heaters, equipment replacements, indoor air quality tests and services, programmable and non-programmable thermostats, and all phases of HVAC maintenance. Major residential and commercial contracts already secured for 2025 and 2026 providing the new owner with immediate and reliable work/cash flow. Fully staffed with knowledgeable and hard-working employees. All HVAC repair/replacement tools and equipment included in the sale. Also includes company van and truck. Competitive prices and excellent service has set them apart from other HVAC companies and given this business a stellar reputation. Great social media presence on Instagram, Facebook, and YouTube plus high traffic website. Strong Yel",2026-07-12T15:48:42.894919+00:00,2026-07-12T15:48:42.894919+00:00
17fd597279b61595,"Profitable Fast Casual Restaurant for Sale-Fully Absentee                         $95,000",95000.0,,45000.0,,IN,restaurant,https://drive.google.com/file/d/1e7r6lK18IyppyRiDfpnlYLzmtOGi-WBE/view?usp=sharing,david cutler,woodbridgeinvestmentsinc.net,"Blind Brochure.pdf File Open Open in new tab Download Ctrl+D Details D Print Ctrl+P View Show Thumbnail Outline Comments Hide comments Show comments Show all comments Zoom Fit 50% 75% 100% 125% 150% 200% Insert Tools Find Ctrl+F Help Send feedback to Google Report abuse Keyboard shortcuts Ctrl+/ Save changes Open with Sign in Page / 1 Download Print Zoom out Zoom in Hide file header Hide thumbnails Hide navigation pane 1 Approve Reject View Details Request a review Learn more Signature pending Sign Reject View details Review Not Spam Remove forever Not Spam Loading… {""id"": ""1e7r6lK18IyppyRiDfpnlYLzmtOGi-WBE"", ""title"": ""Blind Brochure.pdf"", ""mimeType"": ""application\/pdf""} Page 1 of 1 JUST LISTED!!! Business Description PROFITABLE FAST CASUAL KOREAN CONCEPT IN MAJOR SAN DIEGO MALL Get in Touch This profitable fast casual Korean restaurant is located in a bustling food court in one of San Diego county ' s most prominent malls. Run by a fully absentee owner, this location runs itself and is fully staffed/easy to operate. Very popular food choice for the hundred of thousands of shoppers that visit this mall. Gross Sales of $45,000-$50,000 per month. Able to replace manager salary of $60,000 with a full time owner. Average absentee owner salary $3,000+ per month and growing! The extensive and affordable menu provides options for all customers and low ingredient costs. Offered on DoorDash, UberEats, and other food delivery platforms creating increased profits. Owner selling for business consolidation. Very profitable first year in business with strong growth and upside potential with increased advertisement and marketing. Rare opportunity to acquire a profitable, easy to run/manage location for an experienced operator or to generate passive income. BROKER: David S. Cutler, ESQ ASSOCIATE: Ethan Steiner 619-218-3663 720-545-8157 Asking Price: $149,000 years experience as Business Attorney and Broker 25 david@woodbridgeinvestments.net Details Comments General Info Type Dimens",2026-07-12T15:48:42.895618+00:00,2026-07-12T15:48:42.895618+00:00
f564780c3cc6ef1a,"Absolute Turnkey/Established Barbershop-South County $79,000",95000.0,79000.0,,,,restaurant,https://woodbridgeinvestmentsinc.net/active-listing,david cutler,woodbridgeinvestmentsinc.net,"Absolute Turnkey/Established Barbershop-South County $79,000 Profitable Fast Casual Restaurant for Sale-Fully Absentee                         $95,000 Absolute Turnkey/Established Barbershop-South County $79,000 FOR MORE INFO",2026-07-12T15:48:42.896232+00:00,2026-07-12T15:48:42.896232+00:00
d580b24b72c9504d,"Fantastic Sam's Franchise Available for Sale-San Diego County                              $99,000",169000.0,,,,,restaurant,https://drive.google.com/file/d/14VLo_UmAFV4b_4fFezbmMKh1r6Z4Zw18/view?usp=share_link,david cutler,woodbridgeinvestmentsinc.net,"Fantastic Sams (1).pdf File Open Open in new tab Download Ctrl+D Details D Print Ctrl+P View Show Thumbnail Outline Comments Hide comments Show comments Show all comments Zoom Fit 50% 75% 100% 125% 150% 200% Insert Tools Find Ctrl+F Help Send feedback to Google Report abuse Keyboard shortcuts Ctrl+/ Save changes Open with Sign in Page / 1 Download Print Zoom out Zoom in Hide file header Hide thumbnails Hide navigation pane 1 Approve Reject View Details Request a review Learn more Signature pending Sign Reject View details Review Not Spam Remove forever Not Spam Loading… {""id"": ""14VLo_UmAFV4b_4fFezbmMKh1r6Z4Zw18"", ""title"": ""Fantastic Sams (1).pdf"", ""mimeType"": ""application\/pdf""} Page 1 of 1 LISTED AT $99,000 About Property Get in Touch Located in a great shopping center with excellent anchor tenants and plenty of parking. Dense residential area with quick access to several major freeways and directly across the street from several high schools and colleges. Property Features Bldg SF: 1,200 6 Barber Chairs 3 Sinks 2 drying stations 2.5yrs plus a five year option remaining on the lease at a below market rate FANTASTIC SAMS FRANCHISE FOR SALE Absentee run, profitable Fantastic Sams franchise for sale in San Diego County. One of the most consistent Fantastic Sams locations in San Diego and it has been in business nearly 25 years. Year after year top 3 Fantastic Sams in franchise area! This Fantastic Sams practically runs itself with the current owner being fully absentee. This is a great opportunity for somebody looking to run an absentee business with reliable cash flow or opportunity to significantly increase revenue with a more hands on owner. BROKER: David S. Cutler, ESQ ASSOCIATE: Ethan Steiner 619-218-3663 720-545-8157 years experience as Business Attorney and Broker david@woodbridgeinvestments.net 25 Details Comments General Info Type Dimensions Size Duration Location Modified Created Opened by me Sharing Description Couldn't preview file There was a problem load",2026-07-12T15:48:42.897031+00:00,2026-07-12T15:48:42.897031+00:00
38d8a8420a4dd574,"Long Established Italian Restaurant-Mira Mesa/Miramar              $169,000                                         -in escrow",169000.0,,,,,restaurant,https://drive.google.com/file/d/1EVtAqmD-0UYyt9umMYhMQEk1vGh9rlgO/view?usp=sharing,david cutler,woodbridgeinvestmentsinc.net,"Miramar:mira mesa italian.pdf File Open Open in new tab Download Ctrl+D Details D Print Ctrl+P View Show Thumbnail Outline Comments Hide comments Show comments Show all comments Zoom Fit 50% 75% 100% 125% 150% 200% Insert Tools Find Ctrl+F Help Send feedback to Google Report abuse Keyboard shortcuts Ctrl+/ Save changes Open with Sign in Page / 1 Download Print Zoom out Zoom in Hide file header Hide thumbnails Hide navigation pane 1 Approve Reject View Details Request a review Learn more Signature pending Sign Reject View details Review Not Spam Remove forever Not Spam Loading… {""id"": ""1EVtAqmD-0UYyt9umMYhMQEk1vGh9rlgO"", ""title"": ""Miramar:mira mesa italian.pdf"", ""mimeType"": ""application\/pdf""} Page 1 of 1 JUST LISTED!!! Business Description STAPLE MIRAMAR ITALIAN RESTAURANT-
ESTABLISHED 16 YEARS Get in Touch It sits within a small shopping plaza on the north side of Miramar Road, a major and busy street in the area. The restaurant is easily accessible by both car and public transportation. This restaurant puts a unique twist on authentic Italian pasta and calzones and is truly a one of a kind concept in the heart of Miramar. The 1,550 SF restaurant features a fully built out kitchen with all equipment in good condition, a beer and wine license, and a front patio for additional seating. This can be converted into any variety of restaurant concepts and is located in a busy strip center in Miramar that generates abundant traffic. Strong catering to the many local businesses in the surrounding area as well as a huge lunch time rush. Ability to expand and open new locations/Concept ideal for franchising Plenty of parking with shared parking lot BROKER: David S. Cutler, ESQ ASSOCIATE: Ethan Steiner 619-218-3663 720-545-8157 Asking Price: $179,000 years experience as Business Attorney and Broker 25 david@woodbridgeinvestments.net Details Comments General Info Type Dimensions Size Duration Location Modified Created Opened by me Sharing Description Couldn't preview file There",2026-07-12T15:48:42.897846+00:00,2026-07-12T15:48:42.897846+00:00
4fbcb28ff8c90917,"Profitable Pizzeria for Sale-Poway                               $169,000",169000.0,169000.0,,,,restaurant,https://woodbridgeinvestmentsinc.net/active-listing,david cutler,woodbridgeinvestmentsinc.net,"Profitable Pizzeria for Sale-Poway                               $169,000 Long Established Italian Restaurant-Mira Mesa/Miramar              $169,000                                         -in escrow Profitable Pizzeria for Sale-Poway                               $169,000 FOR MORE INFO",2026-07-12T15:48:42.898544+00:00,2026-07-12T15:48:42.898544+00:00
b49071efa52c965b,"SAN DIEGO POKE CO ASSET SALE                                          10387 Friars Rd, San Diego, CA                         $49,000",49000.0,,,San Diego,CA,other,https://woodbridgeinvestmentsinc.net/active-listing,david cutler,woodbridgeinvestmentsinc.net,"SAN DIEGO POKE CO ASSET SALE                                          10387 Friars Rd, San Diego, CA                         $49,000 SAN DIEGO POKE CO ASSET SALE                                          10387 Friars Rd, San Diego, CA                         $49,000 SAN DIEGO POKE CO ASSET SALE                                          10387 Friars Rd, San Diego, CA                         $49,000",2026-07-12T15:48:42.898835+00:00,2026-07-12T15:48:42.898835+00:00
23f8a6e1698d63c6,"ICONIC 50S STYLE DINER FOR SALE AT UNIVERSITY CAMPUS  $249,999",249999.0,,,San Diego,CA,restaurant,https://drive.google.com/file/d/1WVQvBPbTdnAZapKBNHzJGlmBy80P2BYI/view?usp=sharing,david cutler,woodbridgeinvestmentsinc.net,"Shores Brochure.pdf File Open Open in new tab Download ⌘D Details D Print ⌘P View Show Thumbnail Outline Comments Hide comments Show comments Show all comments Zoom Fit 50% 75% 100% 125% 150% 200% Insert Tools Find ⌘F Help Send feedback to Google Report abuse Keyboard shortcuts ⌘/ Save changes Open with Sign in Page / 3 Download Print Zoom out Zoom in Hide file header Hide thumbnails Hide navigation pane 1 2 3 Approve Reject View Details Request a review Learn more Signature pending Sign Reject View details Review Not Spam Remove forever Not Spam Loading… {""id"": ""1WVQvBPbTdnAZapKBNHzJGlmBy80P2BYI"", ""title"": ""Shores Brochure.pdf"", ""mimeType"": ""application\/pdf""} Page 1 of 3 SHORES DINER - USCD ASKING PRICE $299,000 DAVID S. CUTLER, ESQ. | BROKER P: 619-218-3663 E: David@woodbridgeinvestments.net DRE #01306393 FOR SALE THIS CLASSIC 50S STYLE AMERICAN DINER IS LOCATED IN THE HEART OF THE COLLEGE CAMPUS AND IS THE IDEAL SPOT FOR A BURGER AND BEER. THE ICONIC STYLE OF THE DINER IS SURE TO DRAW HUGE CROWDS. ETHAN STEINER | ASSOCIATE P: 720-545-8157 E: Ethan@woodbridgeinvestments.net DRE #02196696 Page 2 of 3 Beautifully built out with a turnkey kitchen, 18' hood, burners, stove, deep fryers, walk-in, and massive keg cooler+tap lines; everything you could possibly need for the perfect diner. Expansive front patio with large signs, fireplaces, and marble tables stands out on campus to the thousands of students that pass by daily. BUSINESS DESCRIPTION The restaurant is very popular aside from students surrounded by large family neighborhoods and it frequently caters to local businesses during lunch hours. There is an enormous outdoor patio in the back and event space used to host school parties, events, and clubs. Inside is an outstanding dining room with 1950s style booths, a copper bar, TVs, and 20 taps. OUTSTANDING LOW LEASE RATE AT JUST 6% OF GROSS SALES PER MONTH AND THE UNIVERSITY IS VERY EASY TO WORK WITH AND SUPPORTIVE OF THE BUSINESS. TRAINING AND SUPPORT AVAILABLE ",2026-07-12T15:48:42.899147+00:00,2026-07-12T15:48:42.899147+00:00
14a512de476bfb7e,"HIGHLY PROFITABLE LIQUOR STORE FOR SALE-EAST COUNTY PRICE:$439,000.                           -in escrow",439000.0,439000.0,50000.0,San Diego,CA,technology,https://drive.google.com/file/d/15EhWNFJn-phend89ERaPEadqF70boVBI/view?usp=sharing,david cutler,woodbridgeinvestmentsinc.net,"Jameson Liquor - blind.pdf.pdf File Open Open in new tab Download Ctrl+D Details D Print Ctrl+P View Show Thumbnail Outline Comments Hide comments Show comments Show all comments Zoom Fit 50% 75% 100% 125% 150% 200% Insert Tools Find Ctrl+F Help Send feedback to Google Report abuse Keyboard shortcuts Ctrl+/ Save changes Open with Sign in Page / 1 Download Print Zoom out Zoom in Hide file header Hide thumbnails Hide navigation pane 1 Approve Reject View Details Request a review Learn more Signature pending Sign Reject View details Review Not Spam Remove forever Not Spam Loading… {""id"": ""15EhWNFJn-phend89ERaPEadqF70boVBI"", ""title"": ""Jameson Liquor - blind.pdf.pdf"", ""mimeType"": ""application\/pdf""} Page 1 of 1 About Property Get in Touch Located on a main street with lots of traffic and it's own large parking lot, this liquor store gets tons of daily customers and business is never slow. Strong lease at only $4,500 NNN per month for 2,500 SF and long term lease. This store is very easy to operate and provides a reliable, strong income. Property Features 2,500 Square ft Basement storage Plenty of space for merchandise 12 doors for walk-in cooler 4 doors for reach in cooler 2 door produce cooler 2 door frozen food freezer 13 softdrink doors PROFITABLE EAST COUNTY LIQUOR STORE FOR SALE RARE LIQUOR STORE OPPORTUNITY! This is highly profitable East County liquor store has only been open for six months and gross sales are nearly $50,000 each month and increasing. NOW IS THE TIME TO ACQUIRE THIS RAPIDLY IMPROVING BUSINESS AS OFFERING PRICE WILL GO UP SOON. BROKER: David S. Cutler, ESQ ASSOCIATE: Ethan Steiner 619-218-3663 720-545-8157 Listed at: $500,000 + Inventory years experience as Business Attorney and Broker 25 david@woodbridgeinvestments.net Details Comments General Info Type Dimensions Size Duration Location Modified Created Opened by me Sharing Description Couldn't preview file There was a problem loading the details. Loading… Back Transcript Close side sheet",2026-07-12T15:48:42.899459+00:00,2026-07-12T15:48:42.899459+00:00
27548055a11d686f,Multi-Location Central Florida Therapy Practice with Strong Referral Base,1706688.0,,1706688.0,,FL,healthcare,https://orlandometro.fcbb.com/listing-property/practice-sales-medical-dental-vet-central-florida-multi-location-central-florida-therapy-practice-with-strong-referral-base-237-25446,moe & andrea bousaid,orlandometro.fcbb.com,"Multi-Location Central Florida Therapy Practice with Strong Referral Base Central Florida Rare opportunity to acquire an established 4-location therapy practice in the highly desirable Central Florida market. Multi-location mental health practices of this size rarely come to market, making this an attractive acquisition for a licensed clinician, group practice, healthcare operator, or strategic buyer looking to expand quickly. The business serves over 1,100 active clients and operates on an all cash-pay model with no insurance billing, creating a cleaner, more straightforward revenue structure. The seller does not see clients, making this a more accessible acquisition for a buyer who wants to step into an established operation with providers and systems already in place. With four locations, a strong client base, experienced clinicians, and continued demand for mental health services, this practice offers a buyer an immediate platform for growth. Expansion opportunities include adding providers, increasing marketing, expanding services, improving utilization across locations, and growing the brand throughout Central Florida. For more information, please contact Moe on (321) 338-0499 with First Choice Business Brokers Orlando Metro. Listing Number: 25446 Category: Practice Sales - Medical/Dental/Vet Location: Central Florida $999,000 Financial Information: Gross Revenue: $1,706,688 Listed Price: $999,000 Down Payment: $0 Total Income: $250,107 Year Established: 2016 Lease Information: Square Feet: 0 Total Rent: $0 Lease Expiration: N/A Lease Options: N/A Asset Information: Leasehold Improvements: $0 Equipment / Fixtures: $40,000 Inventory: $0 Other Assets: N/A Additional Information: Full-Time Employees: 2 Part-Time Employees: 1 Special License Required: N/A Contract Staff: 14 Training Period: 5 Calendar Days Reason for Selling: Other Business Interests Hello World First Choice Business Brokers The information contained herein was received from the Seller and is deem",2026-07-12T15:49:59.223477+00:00,2026-07-12T15:49:59.223477+00:00
