hash,title,asking_price,revenue,cash_flow,city,state,vertical,source_url,broker,broker_url,first_seen,last_seen,raw_text
acb69751eb3419ce,,,,,,,other,https://fcbb.com/selling-a-business,FCBB,https://fcbb.com/,2026-02-23T14:11:31.169597+00:00,2026-02-23T14:11:31.169597+00:00,"Business Sales Confidential Listing Services for Business Owners who wish to sell. > List Your Business Business Valuation Expert Valuation Services are offered at all First Choice Offices. ﻿ > FREE Business Evaluation Buyer Representation Our Sales Professionals guide business buyers through the business purchasing process. > Find A Broker Near You Business Search Finding the right business for your interests, income requirements and location. > Find Businesses For Sale"
99ea3d4d8242158f,Office Locations,,,,,,other,https://fcbb.com/,FCBB,https://fcbb.com/,2026-02-23T14:11:31.169680+00:00,2026-02-23T14:11:31.169680+00:00,Office Locations From business brokerage to mergers and acquisitions; we are the experts! Select State Search Locations First Choice Office Locations View All Locations Enter Zip/Postal Code or City and State Go 0 Locations found First Choice Office Locations View All Locations Select State:
57aa54903f212e8f,Hear It From Our Clients,,,,,,other,https://fcbb.com/,FCBB,https://fcbb.com/,2026-02-23T14:11:31.169754+00:00,2026-02-23T14:11:31.169754+00:00,Hear It From Our Clients Discover what our clients are saying about their experience with First Choice. All Reviews 0.0 Google 0.0 Facebook 0.0 Yelp 0.0 Overall Rating 0.0 880 reviews Write a review Where do you want to leave a review?
f1d57b3a27c30990,"National Reach, Local Expertise",,,,,,other,https://fcbb.com/,FCBB,https://fcbb.com/,2026-02-23T14:11:31.169802+00:00,2026-02-23T14:11:31.169802+00:00,"National Reach, Local Expertise Connecting Entrepreneurs with Opportunities Across North America 119 Territories Served 278 Business Brokers $15 B In Listed & Managed Business Listings"
1a85188f796b5c8e,Latest Business News,,,,,,other,https://fcbb.com/news/sell-business-with-advisor-vs-solo,FCBB,https://fcbb.com/,2026-02-23T14:11:31.169890+00:00,2026-02-23T14:11:31.169890+00:00,"Latest Business News The latest news on buying and selling your business Sell a Business with an Advisor vs. Going Solo: Why Professional Guidance is the Key to Maximum Value February 11, 2026 Is selling a business solo worth the risk? Compare FSBO vs. hiring a professional business broker. Learn about valuation, confidentiality, and how to maximize your sale price in 2026. The Comprehensive Guide to Making an Offer on a Business for Sale February 11, 2026 Ready to buy a business? Discover how to make a strategic offer on a business for sale. From deal structure to the Letter of Intent (LOI) and due diligence, learn how to win the deal with First Choice Business Brokers. Discover Your Business’s True Value with a Professional Valuation May 21, 2025 Understand why a professional business valuation unlocks your company’s worth. Learn how FCBB’s business brokers can help."
0849cdf1ee3ac500,Why First Choice Business Brokers?,,,,,,other,https://fcbb.com/,FCBB,https://fcbb.com/,2026-02-23T14:11:31.169989+00:00,2026-02-23T14:11:31.169989+00:00,"Why First Choice Business Brokers? The World’s Authority in Business Sales Buying or selling your own business can be one of the most difficult aspects of business ownership. With so many businesses for sale and so many prospective buyers, it can be overwhelming just figuring out where to begin. Fortunately, First Choice Business Brokers provides a nationwide network of Business Sales Professionals to help guide you through the buying or selling process every step of the way. Since we were established in 1994, First Choice Business Brokers has grown to become one of the largest organizations in the U.S. specializing in business sales. We have listed and managed over $15 Billion in businesses for sale. Buyers and sellers alike can enjoy the ease and expertise of a national network of professional business brokers. With First Choice Business Brokers, you gain access to the widest selection of businesses for sale across the nation. As a seller, you can expect to receive confidential, indi"
6f76569690d31594,,,,,,,other,https://fcbb.com/#hcontainer,FCBB,https://fcbb.com/,2026-02-23T14:11:31.170162+00:00,2026-02-23T14:11:31.170162+00:00,The World's Authority in Business Sales © 2026 First Choice Business Brokers | Each office is independently owned and operated. Privacy Policy
57381c94a301ac19,How To Sell Your Business,,,,,,other,https://fcbb.com/privacy-policy,FCBB,https://fcbb.com/sell-your-business,2026-02-23T14:11:33.650726+00:00,2026-02-23T14:11:33.650726+00:00,"How To Sell Your Business By submitting this form, I agree to the Privacy Policy and consent to the processing of my personal data as described therein."
72b77e5df9698973,How To Sell Your Business,,,,,,other,https://fcbb.com/sell-your-business,FCBB,https://fcbb.com/sell-your-business,2026-02-23T14:11:33.650773+00:00,2026-02-23T14:11:33.650773+00:00,How To Sell Your Business
4d5d98107abcf90a,Privacy Policy,,,,,,other,https://fcbb.com/privacy-policy,FCBB,https://fcbb.com/sell-your-business,2026-02-23T14:11:33.650861+00:00,2026-02-23T14:11:33.650861+00:00,"By submitting this form, I agree to the Privacy Policy and consent to the processing of my personal data as described therein."
21a7653a93b3b8c3,How To Sell,,,,,,other,https://fcbb.com/privacy-policy,FCBB,https://fcbb.com/sell-your-business,2026-02-23T14:11:33.650945+00:00,2026-02-23T14:11:33.650945+00:00,"How To Sell Your Business By submitting this form, I agree to the Privacy Policy and consent to the processing of my personal data as described therein."
fb464a7c584fafc7,How To Sell,,,,,,other,https://fcbb.com/sell-your-business,FCBB,https://fcbb.com/sell-your-business,2026-02-23T14:11:33.650986+00:00,2026-02-23T14:11:33.650986+00:00,How To Sell Your Business
11c797fceb34e81a,The FCBB Advantage:,,,,,,other,https://fcbb.com/sell-your-business,FCBB,https://fcbb.com/sell-your-business,2026-02-23T14:11:33.651430+00:00,2026-02-23T14:11:33.651430+00:00,"The FCBB Advantage: Your Business Selling Journey Step-by-Step We are the world's leading specialist in Business Sales, and we will continue to lead the way with innovative and creative systems to enable every entrepreneurial minded person to create and build their future, through business. Initiate the Process: Kickstart your business selling journey by scheduling an appointment with a dedicated First Choice Business Sales Professional. Prepare Essential Documents: Compile the necessary documents requested by your Business Broker in advance of your meeting. Comprehensive Discovery: During your meeting, expect a series of in-depth questions that will help us develop a clearer picture of your business and determine the approach we will take to generate buyer interest in YOUR business. Determine Market Value: Utilize proven methods, including First Choice's proprietary Market Price Analysis (MPA), which considers discretionary income and expenses, to ensure your business is competitively"
f344edb1b7931372,Sellers Frequently Asked Questions,,,,,,automotive,https://fcbb.com/news/sell-business-with-advisor-vs-solo,FCBB,https://fcbb.com/sell-your-business,2026-02-23T14:11:33.653320+00:00,2026-02-23T14:11:33.653320+00:00,"Sellers Frequently Asked Questions Why should I use a Business Broker to sell my business? Business Owners who have sold a business in the past will likely tell you it is long, stressful process. Selling your own business can actually hurt the value of your business as it takes your focus away from the day to day operating of your business at a critical time when you should be increasing or at least maintaining your current business. When a Business Broker assists you in the process it can pay off in more ways than just the price obtained. Business Brokers will help properly value your business, reach out to buyers they already have, reach a larger number of new buyers, allow you to continue running your business rather than taking your focus away, maintain confidentiality and most importantly assist with the closing of your transaction based upon experience and training. The most common mistake potential Sellers make is comparing the selling of their business to selling a house. Unlik"
68daa7f30b4d73b6,Sellers Frequently Asked Questions,,,,,,automotive,https://fcbb.com/sell-your-business,FCBB,https://fcbb.com/sell-your-business,2026-02-23T14:11:33.653944+00:00,2026-02-23T14:11:33.653944+00:00,"Sellers Frequently Asked Questions Why should I use a Business Broker to sell my business? Business Owners who have sold a business in the past will likely tell you it is long, stressful process. Selling your own business can actually hurt the value of your business as it takes your focus away from the day to day operating of your business at a critical time when you should be increasing or at least maintaining your current business. When a Business Broker assists you in the process it can pay off in more ways than just the price obtained. Business Brokers will help properly value your business, reach out to buyers they already have, reach a larger number of new buyers, allow you to continue running your business rather than taking your focus away, maintain confidentiality and most importantly assist with the closing of your transaction based upon experience and training. The most common mistake potential Sellers make is comparing the selling of their business to selling a house. Unlik"
1d9f68fc99da6362,Business Type,,,,,,automotive,https://www.vestedbb.com/advancesearch/index.html,"vested business brokers, ltd",https://www.vestedbb.com/advancesearch/index.html,2026-02-23T14:11:36.722405+00:00,2026-02-23T14:11:36.722405+00:00,"Business Type Any Business Types Owner financing available (392) Bank financeable (2) Absentee business (78) Accounting/payroll/tax  (5) Adult homecare assisted living (33) Advertising/ printing (23) Agents/brokers (13) Agricultural supplies (10) Amusement parks/arcades/recreation (9) Apparel and accessory store (30) Art galleries (6) Art/mirror/framing retail (9) Assets only sale (61) Auto body/collision repair (69) Auto repair (98) Auto/truck mechanical repair (90) Automotive dealers/ auto retail (44) Aviation (2) Bagel stores (29) Bakers & confectioners (38) Banking, lending, and finance (4) Bar/tavern/night clubs (60) Beer distributor (3) Bicycle shop (3) Bldg materials/hardware/garden (26) Business with property available (38) Business/office supplies (13) Car wash (13) Card shop/stationery store (7) Carpet & flooring sales & installation (5) Catering and event planning (21) Check cashing (4) Cleaning services (34) Computer & software services (7) Construction building (41) Constr"
538da39121b41e7d,Business Location,,,,,,other,https://www.vestedbb.com/advancesearch/index.html,"vested business brokers, ltd",https://www.vestedbb.com/advancesearch/index.html,2026-02-23T14:11:36.722670+00:00,2026-02-23T14:11:36.722670+00:00,Business Location State Alabama Alaska Arizona Arkansas California Colorado Connecticut Delaware District of Columbia Florida Georgia Hawaii Idaho Illinois Indiana Iowa Kansas Kentucky Louisiana Maine Maryland Massachusetts Michigan Minnesota Mississippi Missouri Montana Nebraska Nevada New Hampshire New Jersey New Mexico New York North Carolina North Dakota Ohio Oklahoma Oregon Pennsylvania Puerto Rico Rhode Island South Carolina South Dakota Tennessee Texas U.S. Virgin Islands Utah Vermont Virginia Washington West Virginia Wisconsin Wyoming County County
3d672512ab3e5bc9,Asking Price,,,,,,other,https://www.vestedbb.com/advancesearch/index.html,"vested business brokers, ltd",https://www.vestedbb.com/advancesearch/index.html,2026-02-23T14:11:36.722734+00:00,2026-02-23T14:11:36.722734+00:00,Asking Price - Cash Flow -
343f0b96f2142dc3,Keyword or Listing #,,,,,,other,https://www.vestedbb.com/advancesearch/index.html,"vested business brokers, ltd",https://www.vestedbb.com/advancesearch/index.html,2026-02-23T14:11:36.722779+00:00,2026-02-23T14:11:36.722779+00:00,Keyword or Listing #
b87941ea838ca5f7,Owner Financed,,,,,,other,https://www.vestedbb.com/advancesearch/index.html,"vested business brokers, ltd",https://www.vestedbb.com/advancesearch/index.html,2026-02-23T14:11:36.722832+00:00,2026-02-23T14:11:36.722832+00:00,Owner Financed Select Yes No
f90657fbcee08693,Down Payment,,,,,,other,https://www.vestedbb.com/advancesearch/index.html,"vested business brokers, ltd",https://www.vestedbb.com/advancesearch/index.html,2026-02-23T14:11:36.722917+00:00,2026-02-23T14:11:36.722917+00:00,Down Payment Any Amount Less than $100K $100K - $150K $150K - $300K $300K - $500K $500K - $1Mil $1Mil - $2Mil More than $2Mil
d7ecbbb8c59be142,Sort By,,,,,,other,https://www.vestedbb.com/advancesearch/index.html,"vested business brokers, ltd",https://www.vestedbb.com/advancesearch/index.html,2026-02-23T14:11:36.723010+00:00,2026-02-23T14:11:36.723010+00:00,Sort By Listing date: Newest First Listing date: Oldest First Asking Price: Low to High Asking Price: High to Low Cash Flow: Low to High Cash Flow: High to Low Down Payment: Low to High Down Payment: High to Low
2a494037b0093099,About,,,,,,automotive,https://fcbb.com/about-us,jeff linda nyman,https://fcbb.com/businesses-for-sale?page=1,2026-02-23T14:11:47.979558+00:00,2026-02-23T14:11:47.979558+00:00,"About Businesses For Sale The Buying Process Search Available Businesses Immigration Through Business Ownership Custom Business Search Buyer FAQ's Selling Your Business Sell Your Business Value My Business Sell Your Business - Why Now? Preparing To Sell Your Business Positioning Your Business for Sale 10 Steps to Selling Your Business Services Services Overview Sell Your Business Buy a Business Business Valuation Buyer Representation Transactional Guidance Merger Acquisition Services Own a Franchise Resources Latest News Immigration Resources Financing Options Retirement Funds For Business Key Employee Retention Testimonials Get in touch (800) 940-9109 851 South Rampart Boulevard Suite 200, Las Vegas NV - 89145 Own a Franchise | Careers | Free Consultation"
2931e3a4b09ce303,Find A Location,,,,,,other,https://fcbb.com/business-broker-list-of-locations,jeff linda nyman,https://fcbb.com/businesses-for-sale?page=1,2026-02-23T14:11:47.979650+00:00,2026-02-23T14:11:47.979650+00:00,Find A Location (800) 940-9109 Careers Free Consultation English en Español es
71b2b769bf76c0bb,(800) 940-9109,,,,,,other,tel:(800) 940-9109,jeff linda nyman,https://fcbb.com/businesses-for-sale?page=1,2026-02-23T14:11:47.979714+00:00,2026-02-23T14:11:47.979714+00:00,(800) 940-9109 Careers Free Consultation
712d9b02abf6e388,,,,,,,automotive,https://fcbb.com/,jeff linda nyman,https://fcbb.com/businesses-for-sale?page=1,2026-02-23T14:11:47.979894+00:00,2026-02-23T14:11:47.979894+00:00,About Businesses For Sale The Buying Process Search Available Businesses Immigration Through Business Ownership Custom Business Search Buyer FAQ's Selling Your Business Sell Your Business Value My Business Sell Your Business - Why Now? Preparing To Sell Your Business Positioning Your Business for Sale 10 Steps to Selling Your Business Services Services Overview Sell Your Business Buy a Business Business Valuation Buyer Representation Transactional Guidance Merger Acquisition Services Own a Franchise Resources Latest News Immigration Resources Financing Options Retirement Funds For Business Key Employee Retention Testimonials
78e356dcf3508fb9,Businesses For Sale,,,,,,other,https://fcbb.com/businesses-for-sale?page=1,jeff linda nyman,https://fcbb.com/businesses-for-sale?page=1,2026-02-23T14:11:47.979952+00:00,2026-02-23T14:11:47.979952+00:00,Businesses For Sale Find Your Dream Business: Browse Our Listing of Businesses for Sale and Seize the Opportunity Today!
43ce1b800991fadd,Refine and Start Your Search,,,,,,other,https://fcbb.com/businesses-for-sale?page=1,jeff linda nyman,https://fcbb.com/businesses-for-sale?page=1,2026-02-23T14:11:47.980524+00:00,2026-02-23T14:11:47.980524+00:00,"Refine and Start Your Search Complete your desired search parameters and let us bring the businesses to you. Select State Sort By Clear More Filters Save Search × Advanced Listing Search Select Category All Price: Between and Select State Select State Search Keyword Listing Number Choice To Display Seller Active Asset Sale Search Listing × Save Your Search Thank you for your interest in our business listings! New business that match the criteria that you have just entered will now be sent to you in an email from our system. Please be in the lookout for listings coming from info@fcbb.com just to make sure that they do not appear in your SPAM folder. Close Select Category All Select State Select State Price: Between and Search Keyword Save Search and Start Alerts First « » Last × This listing has just been added, and we are currently in the process of preparing its details. Please revisit the listing in a couple of minutes. Discover Your Next Business Opportunity with Expert Guidance Exp"
6f76569690d31594,,,,,,,other,https://fcbb.com/#hcontainer,jeff linda nyman,https://fcbb.com/businesses-for-sale?page=1,2026-02-23T14:11:47.980822+00:00,2026-02-23T14:11:47.980822+00:00,The World's Authority in Business Sales © 2026 First Choice Business Brokers | Each office is independently owned and operated. Privacy Policy
