account,broker_name,company_name,listing_url
5728,matt sadati,liberty business advisors of san francisco inc.,https://www.lbaweb.com/search-result/?business_type=0&business_type_sub=Business+Listing&max_price=Price&agent=Agent&listing_number=&status=Status&submit1=
3873,steven josovitz,shumacher restaurant brokers,https://www.shumacher.com/category/listings/
889,"a. bert risdon, b.c.i.","florida business exchange, inc.",https://fbxbrokers.com/fbx-listings/
28568,ian maclachlan,business team,https://www.business-team.com/buy-a-business/search-results.aspx?lid=all
21072,rich deluca,prime 100 business brokers,https://prime100businessbrokers.com/search/
14525,darlene ragone,moxie brokerage group | moxie select,https://www.moxiebrokeragegroup.com/listings
44155,cbcg( c land business consulting group) director shawn kim,cbcg (c land business consulting group),https://www.clandbiz.com/search-listing/
6508,v-aid business investment,"v-aid group, inc.",https://v-aidgroup.com/business-for-sale/
9245,armen nazarian,armen nazarian business brokers,https://www.armennazarian.com/buy/
1083,"jay m. inbar, certified mergers&acquisition pro",inbar group inc - business brokers and m&a,https://inbargroup.com/businesses-for-sale/
22641,ben strake,premier business brokers,https://premierbb.com/listings/
8817,todd smith,corbett restaurant group,https://corbettrestaurantgroup.com/listings/
3182,saint louis group business brokers,saint louis group business brokers inc.,https://saintlouisgroup.com/listings/
13263,"troy duffan, ceo","sofranko advisory group, llc",https://sofrankoadvisors.com/for-sale/
15655,cortney sells,"the firm advisors, llc",https://thefirmadv.com/business-buyer/opportunities/
26144,aldrin raphael fernandes,"a r business brokers inc., brokerage",https://www.aldrin.ca/businesses-for-sale/
47713,russell cohen,"south florida m&a advisors, inc.",https://bizmls.com/listings/bbf-1287002/bus-chg7day.asp
39730,jeff bach,fusion business brokers,https://fusionadvantage.com/businesses-for-sale/
885,"cibb, corporate investment business brokers",corporate investment business brokers,https://www.cibb.com/cibb-exclusive-listings/
13088,chuck wimmer,business brokers of arizona,https://www.azbusinessbrokers.com/search-listings
8074,mark daoust,"quiet light brokerage, inc.",https://quietlight.com/listings/
9590,sam saa,metropolitan restaurant brokerage,https://www.buysellarestaurant.com/current-listings
4806,trevin rasmussen,bristol group,https://bristolgrouponline.com/businesses-for-sale/
33847,nick adhikari,baltimore business brokerage,https://baltimorebusinessbrokers.com/business?
16244,coastal business brokers,coastal business brokers,https://coastalbizbrokers.com/all-listings/
2988,tom o'brien,pacific commercial brokers,https://pacificcommercialbrokers.com/listings/
41598,gene townley,tnt business brokers,https://dynamitebrokers.com/businesses-for-sale/
1982,alpine business brokers,"alpine business brokers, llc",https://www.alpinebusinessbrokers.com/utah-businesses-for-sale/
931,chuck harvey,"international business exchange, inc.",https://www.ibexbeyond.com/buy-a-business/
2201,nrp charlotte,national restaurant properties,https://www.nationalrestaurantproperties.com/listings/
32649,erten musa,pro level business,https://www.prolevelbusiness.com/business-for-sale
1271,mac thelen,opportunities in business,https://oibmn.com/listings
39904,zoom business brokers,zoom business brokers,https://zoombusinessbrokers.com/businesses-for-sale/
3339,troy frank,indiana equity brokers,https://indianaequitybrokers.com/businesses-for-sale/
31968,rod ross,ross brothers inc. car wash brokers,https://mycarwashbroker.com/new-york-car-wash-listings/
40510,felizardo gaxiola,first choice business brokers - excellence team,https://www.excellencebusinessbrokers.com/businesses-for-sale
15082,ziggy marszalek,bizbrokerage hub,https://www.bizbrokeragehub.com/listings
563,jay offerdahl,viking mergers & acquisitions,https://www.vikingmergers.com/businesses-for-sale/
22925,carter asefi,franbiznetwork,https://www.franbiznetwork.com/listings/
29181,nadir jiddou,michigan business broker,https://michiganbusinessbroker.com/listings/
47358,joshua d. sagman,business exit advisors,https://bizmls.com/cgi-bin/a-bus2.asp?folder=bbf-1282&src=bus-all
2456,"michael wildeveld, cbb, cbi, cm&ap, m&ami, cepa",the veld group,https://theveldgroup.com/main-street-businesses-for-sale/#
7657,dustin sigall,sd business advisors,https://www.sdbiz.com/businessesforsale
1866,ruly couch,the restaurant brokers,https://therestaurantbroker.com/all-restaurants-available/
2856,jerome thissen,national franchise sales,https://www.nationalfranchisesales.com/listings
13447,steve harvey,business finders,https://businessfinderscanada.com/listings-business
40611,fernando saldivia,link business advisors,https://linkbusiness.com/businesses-for-sale
30194,tom arceri,routes to success,https://www.commercialroutesforsale.com/RouteList.aspx
40660,"samuel meister, mba, cbi",first choice business brokers pittsburgh,https://pittsburgh.fcbb.com/businesses-for-sale?sort=PriceHighToLow&page=1
21020,calder capital - mergers & acquisitions,"calder capital, llc",https://www.caldergr.com/businesses-for-sale/?_sfm_revenue=0+100000000&_sfm_cash_flow=-1000000+2000000
21534,patrick lange,business modification group,https://businessmodificationgroup.com/listings/?statuses=ACTIVE
10506,bill vanden eynden,business & commercial ventures,https://bcvcommercialrealty.com/businesses-for-sale/
36274,imran maqbool,naz business group/ home wire inc,https://naz-business.com/listings
4907,michael nuanes,"business brokerage services, llc",https://denverbbs.com/buy-a-business/
6451,company sellers,company sellers ltd.,https://www.companysellers.com/businesses-for-sale/
43783,practice transitions group,practice transitions group,https://practicetransitionsgroup.com/practices-for-sale/
30234,shane torres,kreate business brokers,https://www.krbb.com/category/all-listings
28476,charles helms,franchise clearly,https://members.franchiseclearly.com/tools/franchisors/public?available
4051,best biz to buy llc texas,"best biz to buy, llc",https://www.bestbiztobuy.com/listings
8407,liliane tietjen,patriot business advisors,https://www.patriotbusinessadvisors.com/Listings.html
22095,harry sidhu,mission peak brokers inc.,https://missionpeakbrokers.com/current-listings/california-business-opportunities-for-sale/
1179,eleanor murray,murray & associates,https://murraybizbuy.com/businesses-for-sale-2/
44057,carol poe,poe group advisors,https://poegroupadvisors.com/buying/usa-cpa-firms-for-sale/
1371,mike nova,santa rosa business & commercial,https://santarosabusinessandcommercial.com/active-new-listings/
18897,lisa ludwig,pool route sales usa inc.,https://usapoolroutesales.com/listings
18272,"eric gall, mba, cm&ap, cbi, m&ami",edison business advisors,https://www.edisonba.com/pages/active-listings
24767,rob anderson,egm,https://equitygroupmi.com/businesses-for-sale-by-egm/
2086,ron cervelli,regal consulting corp.,https://regalconsultants.com/businesses-for-sale-2/
2500,"jeff snell, cm&ap, m&ami, lmcbi, abi",enlign business brokers,https://enlign.com/listings
45443,justin slocum,agency for sale,https://agencyforsale.com/listings?search%5Bbroker_listings%5D=0&search%5Bstatus%5D=&search%5Bfranchise_id%5D=&search%5Bstate%5D=&search%5Bmin_price%5D=&search%5Bmax_price%5D=&search%5Bmin_premium%5D=&search%5Bmax_premium%5D=&button=
40190,raj golee,biz depot brokers,https://biz-depot.co/properties-standard-list/
46305,chris pramber,prambernow,https://www.bizbuysell.com/businesses-for-sale/?q=bHQ9MzAsNDAsODA%3D
27401,"miriam liang, cbi",route advisors,https://www.routeadvisors.com/available-routes/
26515,craig della vedova vista pool routes,bright realty,https://vistapoolroutes.com/for-sale
19031,chris dineno,main street & main,https://mainstreetmain.com/our-listings
26776,charles howard,tangent brokerage,https://tangentbrokerage.com/search/
1687,sasa milosevic,manhattan.biz,https://manhattan.biz/current-listing/
33886,lori feingold,"peak business brokers, llc",https://peakbusinessbrokersllc.com/business-listings/
9576,"affordable business concepts, llc",affordable business concepts llc,https://www.affordablebusinessconcepts.com/featured-list/
39844,ps broker,ps broker,https://www.psbroker.com/property-category/all-veterinary-practices-for-sale/
15416,ronald b. gould,"excel business brokers usa, ltd.",https://www.excelbusinessbrokersusa.com/business-for-sale/
39077,dr. tom necela,the strategic chiropractor llc,https://strategicdc.com/chiropractic-practices-for-sale/
15245,eric owens,app business brokers,https://www.appbusinessbrokers.com/buy/
5557,amy ayeley,great atlanta realty,https://bizbuyandsellga.com/our-listings/
38858,ralph santos,health care biz brokers,https://healthcarebizbrokers.com/listings
40900,steve tsoris,"newleaf business brokerage, llc",https://newleafbrokerage.com/bb/businesses-for-sale/
42194,robert marcarelli,pi business brokers,https://ctbusinessforsale.com/our-listings/
8677,tim bullard,lake country advisors,https://lakecountryadvisors.com/businesses-for-sale/main-street/
31650,tom brubaker,tam-bay mergers & acquisitions,https://www.tambaymergers.com
5515,vantage partners,vantage commercial partners,https://www.commercialmls.com/People/AgentBusOps/19393
22928,prashant parmar,aspect commercial realty & business brokers,https://www.aspectbrokers.biz/BusinessForSale/BusinessForSale
39787,bay area business brokers,bay area business brokers,https://bayareabizbrokers.com/businesses-for-sale/
46471,sanjay wadhwani,kmf business advisors,https://kmfbusinessadvisors.dealrelations.com/listings?page=2%20
28182,rajesh bhatia,reputed brokerage,https://www.reputedbrokerage.com/advanced-search/?status=for-sale
34365,brian zoberg,suncoast business consultants,https://suncoastbiz.net/search-businesses/
9466,sherman hillelson,the sherman group,https://shermangroup.net/listings/
2762,indiana business advisors,indiana business advisors,https://indianabusinessadvisors.com/businesses-for-sale/
3819,"brent bungard, broker",arthur berry & company,https://arthurberry.com/new-listings/
33313,anthony rigney,"quorum business advisors, llc",https://qbusinessadvisors.com/buyers-and-sellers-asp/
34116,matthew baas,small business deal advisors,https://www.smallbusinessdeal.com/current-listings/
40427,"lou sabbagh, cbi, cm&ap",budget business brokers,https://budgetbusinessbrokers.com/Listings-For-Sale/
10357,john hawke,springboard pool route brokers,https://sbpoolroutes.com/route-listings
49543,tom cerniello,total business brokers,https://totalbusinessbrokers.com/listings-on-bizbuysell/
7822,terri sokoloff,specialty bar & restaurant brokers,https://specialtygroup.com/listings/?tab=BizRE
11797,the pacific group las vegas nv,the pacific group,https://us.businessesforsale.com/us/agents/the-pacific-group
17065,brett post,3cre advisors,https://3cre.com/business-listings-columbus/
14674,robert clements,benchmark business group,https://www.benchmarkbusinessgroup.com/business-for-sale
34608,tim johnson,first choice business brokers of hampton roads,https://businessesforsalehamptonroads.com/businesses-for-sale
28885,"jerry hasanovic, cpa, mst","dh brokerage, inc.",https://www.dhbrokerage.com/listings.php
39319,arizona-restaurant sales,hub commercial | arizona restaurant sales,https://arizonarestaurantsales.com/restaurants-for-sale/
352,rob amerine,"the fbb group, ltd.",https://www.fbb.com/businesses-for-sale/
31769,haroon bhatti,capital business brokerage,https://capitalbusinessbrokerage.biz/business/
34182,rocky didonna,biz resales,https://www.bizmls.com/cgi-bin/a-bus2ff.asp?forsale=go
2171,monika page,bizmatch inc.,https://www.biz-match.com/listings
24545,jay armour,the route exchange,https://therouteexchange.com/routes-for-sale/
49207,gregory barnes,dynasty business advisors,https://thedynastyba.com/listings
41789,susan m barnes,florida international business brokers,https://www.flbusinesses.com/all-listings
18595,john lin,capstar commercial realty,https://www.capstarco.com/search-business
23910,"pablo fonseca, mba",spectrum business advisors,https://1800bizbroker.com/business-for-sale/?statuses=ACTIVE
926,frank rubin,amerivest group,https://bbms.biz/listings/bbf-134/bus-own.asp
26675,willow whitney,"accounting firm sold, llc",https://accountingfirmsold.com/listings/
39674,jason ward,truview business advisors,https://www.truviewbusiness.com/businesses-for-sale/
35477,raj sathyaseelan,link silicon valley,https://www.link-siliconvalley.com/businesses-for-sale/
20993,"abdul jobah, ccim designee",jobah's commercial real estate,https://www.jobahcri.com/listings?sale=2
16388,brian do,realtyall.com,https://realtyall.com/business-for-sale-%ec%82%ac%ec%97%85%ec%b2%b4-%eb%a7%a4%eb%a7%a4/
44968,andy rumph,the decain group,https://thedecaingroup.com/businesses-for-sale/
35082,toby barker,"business broker development group, llc",https://www.bizbrokersuccess.com/current-listings
17722,mark johns,kelleher & sadowsky,https://kelleher-sadowsky.com/listings/
2825,bill oates,alliant capital advisors llc,https://alliantbrokers.com/businesses-for-sale-4/
28151,frank abraszek,buffalo business brokers & realty llc,https://www.buffalobusinessbrokers.com/current-listings
44337,milt flinn,generational equity,https://www.dealforce.com/opportunities/
32949,crystal misenheimer,progressive practice sales,https://progressivepracticesales.com/practices-for-sale/
809,bill corley - bottomline business brokers,bottomline business brokers,https://www.blbrokers.com/businesses-for-sale
3636,"randi edwards, cbb, cbis",kr business brokers,https://www.krbrokers.com/kr-business-broker-listings
812,"jon barger, cbb, sba",tucson business investments,https://www.tucsonbusiness.com/listings.html
40242,admin pacficrb,pacific restaurant brokers,https://pacificrestaurantbrokers.com/listings
10121,tommy farmer,the marvin group llc,https://www.businessesforsale.com/search?formName=searchForm&keywords=
40556,alan mehrez,united realty group,https://businessteamusa.com/businesses-for-sale/
9046,joseph latina,"lmt commercial realty, llc",https://lmtcre.com/businesses-for-sale/
26132,luis gutierrez,gutier brokers llc,https://gutierbrokers.com/search-businesses-for-sale/
40194,"take iga cbi, cbb",jrc advisors l exp commercial,https://jrc-advisors.com/businesses-for-sale/
38727,sandra boucher,southeast business alliance,https://sebusinessalliance.com/buy-a-business/
4876,david fairley,websiteproperties.com,https://websiteproperties.com/websites-for-sale/
15708,james sullivan foster,"business brokers of oregon, llc",https://businessbrokersoforegon.com/listings/
13379,tom buckley,fnbc kansas city,https://www.fnbcusa.com/buying-a-business#
1269,ming dong,lee brokers,https://leebrokers.com/business-for-sale/
29132,murat demir,xera realty inc,https://www.xerare.com/status/business-for-sale
26756,marc l. able,benchmark business brokers,https://benchmarkbusinessbrokers.com/businesses-for-sale/
33528,richard green,green & co. business brokers,https://greenandco.biz/featured-for-sale/
5397,dennis serpone,national restaurant exchange,"https://www.nerestaurantbrokers.com/full-service-restaurants

https://www.nerestaurantbrokers.com/fast-food-restaurants

https://www.nerestaurantbrokers.com/liquor-businesses"
10428,"adam bauer, cbi",the business exchange,https://tbxllc.com/businesses-for-sale/
14844,brian stephens,legacy venture group & buybizusa,https://buybizusa.com/all-listings/
38652,jon sheklow,number1businessbroker.com,https://number1businessbroker.com/search/
22154,kathy brents,"accounting biz brokers, llc.",https://accountingbizbrokers.com/listings/
37417,william white,peak commercial,https://murphybusiness.com/hudson/businesses-for-sale/
39159,tommy newton,"xite realty, llc",https://www.xiteco.com/practice-listings/?_practice_listings_map=2.861753%2C-130.813086%2C57.163602%2C-64.543555
807,helen liu,accel business advisors,https://accelvalue.com/current-listing-2/?statuses=ACTIVE
3979,frank & rose stabler,certified business brokers,https://certifiedbb.com/listings/
2379,colliers & acquisitions,colliers,https://businessbrokerage.colliers.com/listing/
19767,j&e business group,j & e business group llc,https://jebizsales.com/businesses-for-sale
36540,"shaun rudgear, mcbi, m&ami, cbi, cbb",strategic medical brokers llc,https://strategicmedicalbrokers.com/listing/
3877,bizex business brokers,bizex businesss brokers,https://www.bizex.net/business-for-sale
18024,dan long,cincinnati business brokers,https://cincybizbroker.com/current-listings/
26004,sheri emami,elite salon sales,https://elitesalonsales.com/salons-for-sale
689,scott balfour,magnusson balfour commercial & business,https://balfourcommercial.com/businesses/businesses-for-sale/
31310,laurance milov,preschool business solutions,https://preschoolbusinesssolutions.dealrelations.com/listings
16843,dane desantis,"hallmark business brokers, inc.",https://hallmarkbrokers.com/listings/
25324,jeff sosville,atm brokerage,https://atmbrokerage.com/atm-routes-for-sale/
19908,kyle rohner,kr capital llc,https://www.deliveryroutesforsale.com/routes/
39949,wasim khan,paradigm business brokers,https://paradigmbb.com/search-listing/
14130,dennis mope,"schools for sale, inc",https://schoolsforsale.com/schools-on-the-market/
8853,billy winkie,southeastern business brokers,https://southeasternbb.com/search/
36383,kris fuehr,paulson exchange,https://www.paulsonexchange.com/businesses-for-sale
13728,h winston hines,hwh properties,https://adultclubbroker.net/current-listings/additional-listings/
40739,paul skiadas,kw town life,https://realestateps.com/business-listings
10809,james moring,restaurantbrokers.info,https://restaurantbrokers.info/listings/
2442,achim neumann,"a neumann & associates, llc",https://neumannassociates.com/business-for-sale/
22490,larry baumgart,performance business advisors,https://abb-businessbrokers.com/businesses-for-sale/
4873,denis mezheritskiy,"roi advisors, inc.",https://list.roibusinessbrokers.com/featured-listings/
20727,jeffrey d. jones,"advanced business brokers, inc.",https://www.advancedbb.com/pages/business-for-sale
27733,penny papaioannou,atlantic business brokers,https://www.atlanticbusinessbroker.com/our-business-for-sale-listings
18896,ian harding,harding & associates,https://hardingbusinessfl.com/search-florida-businesses-for-sale/
4926,carmel business sales,carmel business sales,https://carmelbusinesssales.com/listings/
10129,gary l. weston,coldwell banker commercial- mountain west real estate business sales,https://www.cbcworldwide.com/search/properties?location=United+States&country=United+States&place_id=ChIJCzYy5IS16lQRQrfeQ5K5Oxw
405,luke billiot,"front range business, inc.",https://frontrangebusiness.com/businesses-for-sale/
46358,denise houghtaling,southern country business advisors,https://scbizadvisors.com/sci-listings
20197,jock purtle,business exits inc.,https://businessexits.com/listings/
2036,doug miller,exio,https://goexio.com/marketplace/private-sellers
41539,beth palette,platz realty group,https://www.platzrealtygroup.com/business/
14227,neal agrawal,crest real estate advisors llc & preschoolexchange llc,https://www.preschoolexchange.com/listing/
37217,mike denham,first choice business brokers atlanta metro,https://atlantametro.fcbb.com/businesses-for-sale
46054,bryan gonzales,first choice business brokers san diego,https://sandiegonorth.fcbb.com/businesses-for-sale
35141,william griswold,https://businessforsaleinrichmondva.com/,https://businessforsaleinrichmondva.com/businesses-for-sale?page=1
24986,jeffrey byrd,jeff c consulting group,https://jeffcconsultinggroup.com/fransearchresults.asp
43299,scott gordon,blue ridge brokerage,https://www.blueridgebrokerage.com/businesses-for-sale/
2886,"vasilis georgiou, cm&aa, m&ami, cbi, cbb, mba",crossroads business brokers,https://crossroadsbusiness.com/businesses-for-sale
38339,dominique maddox,eats broker,https://eatsbroker.com/restaurants-for-sale/
13453,dean burnette,best business brokers,https://b3brokers.com/businesses-for-sale/
15906,richard farina,business solutions,https://www.bsnbuysell.com/inventory
45698,barry maring,first choice business brokers - #254,https://northdakota.fcbb.com/businesses-for-sale?sort=FeaturedLocalBusinesses&page=1
33118,jack beraha,ameriteam business brokers,https://ameriteambusinessbrokers.com/search-listings/
6619,chad b. butler,landscape depot investments,https://landscapedepotinvestments.com/search/business-search-results-desktop.php?locid=1&order_by=price&order=desc&cat=all
22352,bryan baese,rpm shop sales,https://www.rpmshopsales.com/
1564,mike sirounis,harbor city business brokers,https://www.harborbiz.com/alllistings.html
5569,sean linch,paragon acquisitions international,https://www.paragonacquisitionsintl.com/listings
45187,annie l adjchavanich,"secret hq, inc.",https://www.secrethqinc.com/listings
44240,mike jani,fortune business brokers,https://www.fortunebizness.com/listing
47460,eric johnson,first choice business brokerage,https://sfbay.fcbb.com/businesses-for-sale?location=California&sort=FeaturedLocalBusinesses&page=1
43474,alex rodriguez-torres,"r.t commercial real estate, llc.",https://rt-cre.com/business-listings
8826,john sandone,"sr business brokers, inc.",https://www.businessbroker.net/listings/bfs_result.aspx?By=AdvancedSearch&r_id=33&ind_id=0&ask_price_l=&ask_price_h=&map_id=12&lcity=&keyword=&lst_no=&time=0&bprice=0&fresale=0&ownerfi=0&county_id=0
23560,harold mcgee,we sell group brokered by exp commercial,https://wesell.group/listings
23905,teri craft,berkshire hathaway commercial division,https://craftbusinesssales.com/
4168,"maninder singh sethi, mba","business usa, inc.",https://www.businessusa.biz/business-for-sale?listing_number=&type=&state=&county=&price=&gross_annual_sales=&business_search=business_search
4285,william laska,laska company,https://www.laskacompany.com/businesses-for-sale/
27736,mike janis,nj broker plus llc.,https://www.businessbrokersplus.com/our-listings/
1349,heather perkins,the boston restaurant group inc.,https://bostonrestaurantgroup.com/restaurants-for-sale/
41187,al lorenzen,"the business brokers, inc.",https://businessbrokersinc.com/our-listings/
22780,adam gilman,the deal firm,https://www.thedealfirm.com/businesses-for-sale/
30295,dashka altanbasan,"westgate business group, llc",https://westgatebusinessgroup.com/current-listings/
26863,chris prasifka,trust business brokers - west usa realty,https://www.trustbusinessbrokers.com/buy-a-business/
39312,jennifer ragazzo,tinsley medical practice brokers,https://tinsleymedicalpracticebrokers.com/listings/
714,brea reger,"bateson business brokerage, inc.",https://batesonbrokerage.com/florida-business-for-sale.asp
41373,"anthony wright, mba","bbc pacific northwest, llc",https://bbcpnw.com/
14582,christina lazuric,california business brokers,https://www.californiabusinessbrokers.com/for-sale-2/
49780,ronnie tarulli,mox advisors,https://moxbiz.com/search/
12752,fletcher brown,brown business brokers,https://birminghambusinessbroker.com/businesses-for-sale
1418,steve sink lifetime cbi&m&ami,phoenix affiliates,https://phxaffiliates.com/our-listings/
37293,aaron evans,texas restaurant advisors,https://www.texasrestaurantadvisors.com/portfolio
43062,jenn morin,trinity business brokers,https://tbb.biz/businesses-for-sale/
3374,bob young,acquisitionsdirect.com,https://acquisitionsdirect.com/buy/
34591,trevor thielke,meritus group,https://meritus.group/businesses-for-sale/
1021,kevin waide,business acquisitions by aprio,https://www.aprio.com/services/business-acquisitions-by-aprio/view-business-listings/
13406,martin berliant,five star business brokers,https://fivestarbusinessbrokers.com/search-our-business-listings/
5970,promed financial,"promed financial, inc.",https://www.promed-financial.com/search-our-listings/
13915,randy sokol,sokol realty license #20174004026,https://businessesforsale.nebba.com/ohio/franklin-county/retail-business-real-estate/
32444,"south florida realty group, inc.",south florida realty group inc.,https://bizmls.com/cgi-bin/a-bus2ff.asp?forsale=go
33451,peter garrod,wnc business brokerage,https://wncbusinessbrokerage.com/
28828,jim conway,conway commercial group,https://www.conwaycommercial.com/business-opportunities/
15714,ramon sanchez-vinas,biz exit brokers & advisors,https://bizexitpro.com/businesses-for-sale/
41760,jim myers,hanna business advisors,https://myersba.com/my-listings/
44175,mike shakeri,aa business sales,https://americanbussales.net/full-inventory/
3105,stewart guthrie,the liberty group of nevada,https://www.thelibertygroupofnevada.com/businesses-for-sale/
38410,carl knickerbocker,broker,https://eca-ba.com/buy-a-business/
41716,keith mackenzie,chinook business advisory,https://app.dealbuilder.co/listings?country=CA&region=BC
39894,andrew stokely,franchise broker group,https://www.franchisebrokergroup.com/franchise-search/
30502,brian godin,godin property brokers,https://godinpropertybrokers.com/
29409,kevin t riordan p.a.,merritt realty corporation,http://gomerritt.com/listings/
44236,ryan roques,first choice business brokers - corona/ontario office,https://corona-ontario.fcbb.com/businesses-for-sale
2505,"jim mayfield, mba",island business & commercial brokerage,https://www.islandbusinessbrokers.com/all-listings/
33741,ian lashley,tlg business broker,https://www.tlgbusinessbroker.com/blog-listings
6675,"mike feinman, managing partner",texas business brokers,https://texasbusinessbrokers.com/our-listings/
8546,pete harrison,"tampa business broker, inc.",https://tampabusinessbroker.com/hot-listings/
37835,"karen schorkopf- managing director, tn business brokers","tn business brokers group, llc",https://www.tennbusinessbrokers.com/business-for-sale
21470,george gourousis,empire restaurant brokers,https://www.massrestaurantbroker.com/listings/
38913,joe liang,"ga business brokers, inc",https://www.gabusinessbrokers.com/businesses-for-sale/
2968,fred canada,the quincy group,https://thequincygroup.net/businesses_for_sale/
3293,matt uhler,wci business brokers northern arizona,https://wcibusinessbrokers.com/business-listings/
39346,larry blevins,american business brokers & consultants,http://www.americanbusinessbrokers.com/display-national.asp
24124,strategic business brokers group,american realty,https://businessbrokerphoenixaz.com/product-category/current-listings/
558,steve cbi cfc,sperry-radekopf & associates,https://www.radcommercial.com/services/businesses-for-sale
44597,michael migliore,realty gold team,https://atlantahomes.us/business-sales/
6454,"dustin zeher, cbi","horizon business brokers, llc",https://www.horizonbrokers.com/businesses-for-sale/
36529,ajeet singh,ajeet singh,https://www.mbbbiz.com/view_inventory.php
13416,autobizbrokers sales team,autobizbrokers,https://autobizbrokers.com/search-results/?status%5B%5D=&type%5B%5D=&states%5B%5D=
39356,bona kim,mergersus inc.,https://mergerscorp.com/listings/
6388,michael song,ms commercial group,https://www.mscommercialgroup.com/businesslistings.html
44553,jeff engle,nj/ny business xchange,https://us.businessesforsale.com/us/agents/new-york-business-exchange
41222,david cutler,woodbridge investments inc,https://woodbridgeinvestmentsinc.net/active-listing
11084,david amarando,advanced brokers,https://advancedlaundrysystems.com/laundromat-brokerage/
44149,moe & andrea bousaid,first choice business brokers orlando metro,https://orlandometro.fcbb.com/businesses-for-sale
3615,keith ryan,keith ryan business brokers,https://cabb.org/listings
24267,frank passantino,"pool route brokers, inc.",https://www.poolroutebrokers.com/routes.php
2614,tricia bernhardt,restaurant exchange,https://www.restx.com/avail.html
45656,vartan kebabjian,spk realty,https://spkrealty.com/businesses/
13737,phil reese,west usa realty,https://www.philsellsbiz.com/listings/
11472,otis florence,"business brokers & consultants, inc",https://bbrokers.com/businesses-for-sale/
20997,gulambasir nagpuria,green star realty llc,https://www.greenstarrealty.biz/biz4sell/
28362,jeannie randolph,brio brokers group,https://www.briobrokers.com/listings
46287,matthew gorman,district business brokers,https://districtbusinessbrokers.com/listings
40855,jeffrey trent,prodigy business brokers,https://us.businessesforsale.com/us/agents/prodigy-business-brokers
42675,carlos cardenas,tcg business brokers,https://www.tcgbusiness.com/featured-listings
34579,sam tanner,the entrusted group,https://www.theentrustedgroup.com/businesses-for-sale.html
13889,dean vacheresse (vash-er-es),dean vacheresse brokerage,https://www.vachergroup.com/buybizsell/
41775,linda wagner,gateway consulting group llc,https://gatewayconsultinggroup.com/current-opportunities
17714,tina wiltsey-trevizo,"wiltsey & associates, inc.",https://wiltseybars.com/listings/?term=4&orderby=menu_order&order=asc
27465,paul mcnally,central florida business brokerage,https://cfbb.biz/our-featured-listings/
33848,steve alexander,abbex inc,https://abbexinc.com/businesses-for-sale/
19780,larry brusacoram,"aba advisors, llc",https://acctsales.com/practices-for-sale/
46344,darin jerger,"aegis investment group, llc",https://www.aegisbuysell.com/premier-listings
89,country business inc.,"country business, inc.",https://www.countrybusiness.net/currentopportunities
22652,j jensen,jensmart,https://jensmartconsulting.com/franchises.asp
884,liberty exchange.com various brokers,libertyexchange.com network,https://libertyexchange.com/businesses-for-sale/
34845,"steve santens -- abi, cbi, sva,",montana 406 business brokers inc,https://montana406businessbrokers.com/businesses-for-sale/
3317,sy sebastianelli,sy sebastianelli & associates,https://broker.businessmart.com/scrantonbusinessbrokers?owner=1
59,"ed settino, broker associate","new hampshire business sales, inc.",https://nhbizsales.com/businesses-for-sale/
10708,"route brokers®, inc.","route brokers, inc.",https://www.routebrokers.com/routes-for-sale
45376,"diane ho, cbb",sellbuybrokers corporation,https://sellbuybrokers.com/listings/
30659,fnbc florida llc dba the business broker experts,the business broker experts,https://www.thebusinessbrokerexperts.com/buy-a-business
